Seq,loc,v(g),ev(g),iv(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
463,112.0,18.0,3.0,2.0,22,25,201,111,35,True
464,100.0,6.0,1.0,6.0,21,39,171,99,9,True
465,133.0,10.0,1.0,5.0,20,27,158,97,19,True
466,19.0,2.0,1.0,1.0,9,7,36,24,3,True
467,19.0,2.0,1.0,1.0,10,6,42,28,3,True
468,28.0,1.0,1.0,1.0,11,16,58,27,1,True
469,78.0,13.0,4.0,13.0,21,54,224,172,18,True
470,63.0,5.0,1.0,5.0,16,26,118,68,9,True
471,52.0,4.0,1.0,4.0,17,34,96,71,7,True
472,54.0,6.0,1.0,6.0,21,24,76,43,8,True
473,96.0,7.0,4.0,3.0,20,23,124,81,13,True
474,123.0,28.0,9.0,3.0,33,38,177,103,46,True
475,86.0,46.0,46.0,18.0,22,49,384,225,91,True
476,122.0,41.0,22.0,1.0,25,14,290,101,67,True
477,17.0,13.0,13.0,13.0,0,0,0,0,25,True
478,14.0,2.0,1.0,2.0,9,7,16,13,3,True
479,50.0,15.0,15.0,1.0,0,0,0,0,29,True
480,24.0,15.0,13.0,2.0,0,0,0,0,29,True
481,28.0,9.0,9.0,5.0,19,17,108,69,17,True
482,16.0,3.0,3.0,1.0,11,6,18,12,5,True
483,5.0,1.0,1.0,1.0,5,2,5,2,1,True
484,18.0,2.0,1.0,2.0,10,7,18,12,3,True
485,20.0,10.0,7.0,4.0,14,7,45,29,19,True
486,5.0,1.0,1.0,1.0,5,2,5,2,1,True
487,60.0,11.0,5.0,3.0,14,10,64,49,21,True
488,23.0,8.0,8.0,2.0,22,11,54,33,15,True
489,27.0,5.0,5.0,1.0,15,9,35,23,9,True
490,69.0,11.0,7.0,5.0,0,0,0,0,21,True
491,28.0,9.0,9.0,2.0,21,12,72,46,17,True
492,14.0,10.0,10.0,2.0,18,10,61,24,19,True
493,15.0,10.0,10.0,2.0,19,10,62,24,19,True
494,54.0,17.0,7.0,1.0,0,0,0,0,33,True
495,40.0,3.0,1.0,2.0,17,26,53,36,4,True
496,78.0,12.0,1.0,7.0,15,19,94,53,18,True
497,24.0,2.0,1.0,2.0,10,10,33,26,3,True
498,28.0,5.0,1.0,5.0,9,14,68,42,9,True
499,24.0,10.0,10.0,10.0,11,11,54,30,19,True
500,24.0,5.0,1.0,2.0,13,16,33,21,6,True
501,143.0,15.0,1.0,3.0,18,34,165,80,21,True
502,21.0,5.0,1.0,1.0,11,10,33,10,6,True
503,28.0,13.0,13.0,13.0,12,13,71,39,25,True
504,24.0,5.0,1.0,2.0,13,16,33,21,6,True
505,24.0,3.0,1.0,2.0,10,8,27,13,5,True
506,5.0,1.0,1.0,1.0,6,2,6,2,1,True
507,107.0,31.0,1.0,2.0,24,31,186,100,52,True
508,30.0,2.0,1.0,2.0,16,19,72,47,3,True
509,31.0,2.0,1.0,2.0,16,19,79,51,3,True
510,11.0,2.0,1.0,2.0,7,6,11,6,3,True
511,16.0,2.0,1.0,2.0,9,10,16,12,3,True
512,22.0,3.0,1.0,3.0,12,12,26,20,5,True
513,130.0,13.0,1.0,8.0,25,40,152,115,24,True
514,121.0,13.0,1.0,8.0,26,39,165,121,23,True
515,28.0,3.0,1.0,3.0,12,20,36,30,5,True
516,71.0,1.0,1.0,1.0,11,22,48,29,1,True
517,97.0,5.0,1.0,5.0,14,32,96,64,9,True
518,58.0,9.0,9.0,2.0,19,25,84,55,15,True
519,18.0,3.0,1.0,2.0,18,14,36,27,5,True
520,60.0,19.0,5.0,10.0,0,0,0,0,37,True
521,16.0,2.0,1.0,2.0,13,15,40,23,3,True
522,4.0,1.0,1.0,1.0,4,3,4,3,1,True
523,87.0,6.0,4.0,4.0,0,0,0,0,11,True
524,129.0,7.0,1.0,4.0,0,0,0,0,12,True
525,76.0,11.0,8.0,6.0,0,0,0,0,21,True
526,83.0,8.0,6.0,6.0,0,0,0,0,15,True
527,125.0,15.0,6.0,11.0,0,0,0,0,29,True
528,129.0,16.0,6.0,11.0,0,0,0,0,31,True
529,128.0,16.0,6.0,11.0,0,0,0,0,31,True
530,129.0,16.0,6.0,11.0,0,0,0,0,31,True
531,130.0,17.0,6.0,12.0,0,0,0,0,33,True
532,92.0,8.0,1.0,6.0,0,0,0,0,15,True
533,92.0,22.0,15.0,11.0,26,73,224,179,43,True
534,70.0,15.0,12.0,5.0,0,0,0,0,29,True
535,90.0,23.0,21.0,11.0,0,0,0,0,39,True
536,68.0,20.0,18.0,9.0,0,0,0,0,33,True
537,89.0,21.0,19.0,10.0,0,0,0,0,35,True
538,97.0,23.0,21.0,11.0,0,0,0,0,39,True
539,83.0,21.0,19.0,10.0,0,0,0,0,35,True
540,27.0,5.0,3.0,3.0,13,10,29,18,9,True
541,48.0,12.0,10.0,1.0,0,0,0,0,23,True
542,351.0,30.0,25.0,18.0,23,65,403,273,59,True
543,48.0,11.0,1.0,11.0,20,26,89,53,16,True
544,80.0,12.0,5.0,3.0,0,0,0,0,23,True
545,4.0,1.0,1.0,1.0,5,2,5,2,1,True
546,4.0,1.0,1.0,1.0,5,2,5,2,1,True
547,6.0,2.0,1.0,1.0,11,5,16,6,3,True
548,4.0,1.0,1.0,1.0,5,2,5,2,1,True
549,6.0,1.0,1.0,1.0,7,5,22,9,1,True
550,16.0,4.0,3.0,2.0,15,7,19,13,7,True
551,4.0,1.0,1.0,1.0,6,4,6,4,1,True
552,87.0,4.0,3.0,3.0,0,0,0,0,7,True
553,77.0,10.0,7.0,3.0,0,0,0,0,19,True
554,37.0,7.0,7.0,4.0,0,0,0,0,13,True
555,27.0,6.0,4.0,4.0,17,14,44,28,11,True
556,32.0,6.0,6.0,3.0,22,14,65,42,11,True
557,7.0,1.0,1.0,1.0,7,5,22,9,1,True
558,26.0,4.0,3.0,2.0,13,13,30,20,7,True
559,13.0,3.0,3.0,2.0,12,11,20,15,5,True
560,23.0,4.0,3.0,2.0,18,13,32,21,7,True
561,74.0,13.0,7.0,3.0,0,0,0,0,25,True
562,34.0,2.0,1.0,2.0,0,0,0,0,3,True
563,28.0,3.0,1.0,3.0,0,0,0,0,5,True
564,4.0,1.0,1.0,1.0,5,2,5,2,1,True
565,4.0,1.0,1.0,1.0,5,2,5,2,1,True
566,29.0,4.0,4.0,3.0,15,14,41,22,7,True
567,24.0,5.0,1.0,5.0,8,12,35,23,9,True
568,23.0,5.0,1.0,2.0,13,16,40,17,6,True
569,32.0,6.0,1.0,1.0,6,13,31,23,11,True
570,87.0,13.0,9.0,2.0,0,0,0,0,23,True
571,24.0,6.0,6.0,2.0,16,9,45,28,11,True
572,21.0,3.0,1.0,1.0,13,5,26,14,5,True
573,23.0,3.0,1.0,2.0,15,7,30,17,5,True
574,97.0,27.0,25.0,6.0,24,32,235,129,53,True
575,52.0,7.0,1.0,5.0,18,21,91,69,13,True
576,43.0,15.0,11.0,6.0,0,0,0,0,29,True
577,36.0,12.0,4.0,3.0,0,0,0,0,23,True
578,126.0,10.0,6.0,5.0,20,19,151,112,19,True
579,45.0,11.0,3.0,3.0,24,18,70,35,19,True
580,11.0,2.0,1.0,2.0,7,4,12,7,3,True
581,13.0,1.0,1.0,1.0,0,0,0,0,1,True
582,4.0,1.0,1.0,1.0,5,2,5,2,1,True
583,35.0,8.0,8.0,2.0,19,9,46,23,15,True
584,23.0,1.0,1.0,1.0,0,0,0,0,1,True
585,24.0,1.0,1.0,1.0,0,0,0,0,1,True
586,26.0,5.0,1.0,2.0,17,20,38,21,6,True
587,13.0,1.0,1.0,1.0,0,0,0,0,1,True
588,33.0,5.0,1.0,2.0,19,22,55,46,9,True
589,21.0,3.0,1.0,3.0,9,8,39,22,5,True
590,11.0,1.0,1.0,1.0,7,7,22,14,1,True
591,15.0,2.0,1.0,2.0,9,7,15,9,3,True
592,38.0,29.0,17.0,14.0,13,20,143,104,57,True
593,38.0,29.0,17.0,14.0,13,20,143,104,57,True
594,187.0,17.0,15.0,7.0,18,21,171,117,33,True
595,34.0,4.0,1.0,4.0,10,20,46,39,7,True
596,55.0,4.0,1.0,4.0,10,41,69,61,7,True
597,23.0,3.0,1.0,3.0,8,20,51,45,5,True
598,23.0,3.0,1.0,3.0,8,20,51,45,5,True
599,9.0,2.0,1.0,2.0,8,8,13,11,3,True
600,102.0,21.0,21.0,17.0,21,46,233,138,41,True
601,37.0,3.0,3.0,3.0,17,27,73,45,5,True
602,39.0,7.0,5.0,5.0,17,20,83,49,13,True
603,27.0,3.0,1.0,3.0,14,16,33,21,5,True
604,126.0,9.0,1.0,9.0,19,34,223,143,17,True
605,38.0,9.0,1.0,9.0,0,0,0,0,15,True
606,20.0,4.0,1.0,2.0,11,9,27,16,7,True
607,42.0,6.0,5.0,3.0,0,0,0,0,11,True
608,66.0,16.0,13.0,1.0,0,0,0,0,31,True
609,71.0,5.0,1.0,4.0,16,49,147,132,9,True
610,28.0,8.0,7.0,1.0,20,19,102,48,15,True
611,36.0,6.0,6.0,3.0,16,11,43,31,11,True
612,49.0,3.0,1.0,2.0,8,7,20,15,5,True
613,6.0,1.0,1.0,1.0,6,4,7,4,1,True
614,7.0,2.0,1.0,1.0,6,5,8,6,3,True
615,92.0,19.0,14.0,5.0,0,0,0,0,37,True
616,20.0,5.0,4.0,3.0,0,0,0,0,9,True
617,27.0,3.0,1.0,2.0,16,17,92,59,5,True
618,55.0,6.0,4.0,4.0,22,14,112,46,10,True
619,8.0,1.0,1.0,1.0,5,6,8,7,1,True
620,26.0,3.0,1.0,2.0,16,12,48,25,5,True
621,55.0,4.0,3.0,1.0,16,17,117,71,7,True
622,69.0,2.0,1.0,2.0,6,104,295,291,3,True
623,10.0,2.0,1.0,2.0,5,6,12,6,3,True
624,52.0,3.0,1.0,3.0,12,41,71,57,5,True
625,15.0,2.0,1.0,2.0,8,13,23,24,3,True
626,139.0,12.0,1.0,6.0,19,40,285,200,23,True
627,25.0,3.0,1.0,2.0,9,11,32,23,5,True
628,14.0,1.0,1.0,1.0,10,16,44,30,1,True
629,8.0,1.0,1.0,1.0,4,9,16,15,1,True
630,406.0,33.0,1.0,33.0,8,54,609,448,65,True
631,92.0,15.0,5.0,12.0,22,30,136,76,29,True
632,69.0,9.0,1.0,6.0,20,21,135,76,17,True
633,87.0,1.0,1.0,1.0,4,69,78,77,1,True
634,58.0,1.0,1.0,1.0,4,50,60,58,1,True
635,64.0,1.0,1.0,1.0,4,66,70,67,1,True
636,61.0,2.0,1.0,2.0,7,49,61,57,3,True
637,33.0,7.0,5.0,4.0,14,23,56,46,13,True
638,8.0,2.0,1.0,2.0,9,8,14,11,3,True
639,48.0,9.0,8.0,4.0,24,17,88,59,17,True
640,87.0,10.0,9.0,5.0,0,0,0,0,19,True
641,26.0,3.0,1.0,3.0,11,14,39,24,5,True
642,7.0,3.0,1.0,3.0,8,10,28,18,5,True
643,11.0,1.0,1.0,1.0,7,5,10,7,1,True
644,31.0,3.0,1.0,3.0,11,24,49,39,5,True
645,129.0,16.0,3.0,7.0,0,0,0,0,28,True
646,20.0,11.0,1.0,2.0,16,25,71,57,21,True
647,20.0,7.0,7.0,2.0,11,13,57,46,13,True
648,12.0,4.0,4.0,3.0,14,16,27,19,7,True
649,63.0,9.0,5.0,2.0,16,14,63,43,17,True
650,18.0,2.0,1.0,1.0,14,10,19,12,3,True
651,27.0,10.0,10.0,5.0,17,21,54,39,19,True
652,17.0,2.0,1.0,1.0,14,10,19,12,3,True
653,17.0,2.0,1.0,1.0,14,10,19,12,3,True
654,35.0,10.0,9.0,7.0,14,10,55,35,19,True
655,18.0,4.0,4.0,3.0,19,8,32,20,7,True
656,69.0,22.0,21.0,6.0,19,35,112,73,43,True
657,12.0,3.0,3.0,1.0,16,8,25,15,5,True
658,12.0,2.0,1.0,1.0,8,5,10,6,3,True
659,26.0,5.0,5.0,1.0,17,14,38,26,9,True
660,73.0,15.0,14.0,15.0,21,42,158,94,29,True
661,70.0,8.0,1.0,7.0,14,22,109,69,15,True
662,53.0,6.0,4.0,5.0,12,21,91,56,11,True
663,46.0,2.0,1.0,2.0,10,28,62,51,3,True
664,41.0,7.0,1.0,5.0,20,33,77,62,13,True
665,214.0,13.0,1.0,10.0,26,51,297,188,19,True
666,167.0,13.0,1.0,13.0,23,85,320,221,25,True
667,21.0,3.0,1.0,2.0,14,10,28,21,5,True
668,34.0,9.0,1.0,4.0,16,13,62,45,17,True
669,15.0,2.0,1.0,2.0,6,8,15,12,3,True
670,28.0,5.0,1.0,3.0,14,17,36,31,9,True
671,148.0,14.0,8.0,9.0,27,63,297,178,26,True
672,42.0,7.0,1.0,5.0,20,23,87,62,13,True
673,145.0,19.0,12.0,18.0,16,85,209,183,37,True
674,54.0,3.0,1.0,2.0,18,37,107,87,5,True
675,34.0,9.0,4.0,7.0,20,38,213,139,17,True
676,40.0,3.0,1.0,3.0,0,0,0,0,5,True
677,43.0,8.0,5.0,4.0,12,17,41,25,15,True
678,97.0,33.0,30.0,11.0,23,15,314,148,65,True
679,74.0,7.0,1.0,6.0,23,22,153,99,13,True
680,28.0,4.0,1.0,2.0,17,13,44,25,7,True
681,32.0,9.0,1.0,1.0,15,17,32,18,10,True
682,81.0,15.0,10.0,14.0,13,35,156,110,29,True
683,11.0,2.0,1.0,2.0,5,5,10,7,3,True
684,11.0,2.0,1.0,2.0,5,5,10,7,3,True
685,7.0,1.0,1.0,1.0,7,4,9,4,1,True
686,99.0,20.0,20.0,2.0,17,17,98,38,39,True
687,7.0,2.0,1.0,1.0,7,3,8,4,3,True
688,12.0,5.0,5.0,1.0,14,6,23,12,9,True
689,26.0,1.0,1.0,1.0,14,10,50,24,1,True
690,80.0,14.0,1.0,12.0,15,34,114,77,27,True
691,96.0,5.0,1.0,3.0,20,54,186,155,9,True
692,24.0,2.0,1.0,2.0,11,8,37,22,3,True
693,78.0,13.0,4.0,6.0,23,32,195,152,25,True
694,269.0,75.0,63.0,42.0,45,95,701,418,144,True
695,234.0,23.0,16.0,15.0,27,60,373,264,45,True
696,31.0,4.0,1.0,3.0,15,26,56,47,7,True
697,32.0,4.0,1.0,3.0,15,26,56,47,7,True
698,42.0,15.0,10.0,7.0,21,14,127,67,29,True
699,115.0,19.0,17.0,14.0,18,24,163,83,37,True
700,34.0,6.0,6.0,3.0,20,13,66,39,11,True
701,53.0,10.0,8.0,4.0,26,21,114,68,19,True
702,29.0,3.0,1.0,3.0,13,25,56,45,5,True
703,10.0,2.0,1.0,2.0,11,11,18,11,3,True
704,11.0,2.0,1.0,2.0,11,12,20,13,3,True
705,38.0,5.0,3.0,5.0,16,31,84,62,9,True
706,23.0,3.0,1.0,3.0,0,0,0,0,5,True
707,7.0,2.0,1.0,2.0,8,9,13,10,3,True
708,14.0,6.0,1.0,6.0,7,18,34,32,11,True
709,36.0,6.0,5.0,5.0,13,31,81,76,11,True
710,16.0,2.0,1.0,2.0,0,0,0,0,3,True
711,42.0,7.0,1.0,4.0,19,21,72,44,13,True
712,15.0,2.0,1.0,2.0,8,12,19,16,3,True
713,15.0,2.0,1.0,2.0,8,12,19,16,3,True
714,15.0,3.0,1.0,3.0,8,13,24,21,5,True
715,15.0,3.0,1.0,3.0,8,13,24,21,5,True
716,50.0,11.0,7.0,6.0,0,0,0,0,21,True
717,12.0,2.0,1.0,2.0,7,11,18,12,3,True
718,294.0,117.0,117.0,113.0,22,57,1042,452,233,True
719,40.0,7.0,1.0,5.0,15,20,55,52,13,True
720,10.0,6.0,6.0,2.0,18,17,107,44,11,True
721,80.0,11.0,9.0,11.0,0,0,0,0,21,True
722,79.0,3.0,1.0,3.0,15,42,87,81,5,True
723,73.0,10.0,3.0,7.0,0,0,0,0,19,True
724,78.0,9.0,4.0,8.0,26,38,137,102,17,True
725,23.0,2.0,1.0,2.0,11,17,26,21,3,True
726,49.0,7.0,7.0,7.0,0,0,0,0,13,True
727,76.0,3.0,1.0,3.0,19,42,133,104,5,True
728,70.0,4.0,4.0,3.0,23,43,157,95,7,True
729,162.0,27.0,5.0,15.0,25,74,296,196,53,True
730,44.0,16.0,13.0,5.0,22,28,333,141,31,True
731,30.0,5.0,1.0,4.0,18,30,57,49,9,True
732,22.0,3.0,1.0,1.0,10,11,50,27,5,True
733,17.0,3.0,1.0,1.0,10,6,17,13,5,True
734,84.0,11.0,10.0,7.0,0,0,0,0,21,True
735,91.0,11.0,3.0,10.0,20,34,152,81,21,True
736,65.0,12.0,8.0,9.0,20,36,124,89,23,True
737,39.0,8.0,3.0,5.0,17,13,61,45,15,True
738,32.0,4.0,1.0,3.0,10,9,20,13,7,True
739,159.0,10.0,1.0,2.0,22,29,252,167,19,True
740,33.0,2.0,1.0,2.0,7,15,24,21,3,True
741,57.0,12.0,10.0,10.0,21,39,127,89,23,True
742,27.0,2.0,1.0,2.0,7,14,21,18,3,True
743,37.0,2.0,1.0,2.0,11,33,56,46,3,True
744,286.0,85.0,1.0,83.0,16,95,982,632,169,True
745,29.0,3.0,1.0,3.0,12,14,51,36,5,True
746,12.0,2.0,1.0,2.0,0,0,0,0,3,True
747,35.0,12.0,6.0,6.0,17,15,86,50,23,True
748,19.0,1.0,1.0,1.0,0,0,0,0,1,True
749,15.0,6.0,4.0,3.0,0,0,0,0,11,True
750,101.0,18.0,12.0,8.0,0,0,0,0,35,True
751,151.0,20.0,12.0,16.0,24,47,324,217,39,True
752,67.0,22.0,19.0,22.0,20,44,170,129,43,True
753,205.0,49.0,40.0,49.0,31,112,446,277,86,True
754,93.0,15.0,7.0,12.0,25,48,187,146,29,True
755,74.0,5.0,4.0,3.0,26,46,163,102,9,True
756,48.0,5.0,5.0,5.0,16,36,77,64,9,True
757,115.0,17.0,11.0,17.0,27,54,248,157,31,True
758,39.0,8.0,3.0,5.0,20,23,71,48,15,True
759,32.0,5.0,1.0,5.0,11,19,44,36,9,True
760,47.0,8.0,7.0,6.0,18,21,84,56,15,True
761,17.0,2.0,1.0,2.0,7,14,27,25,3,True
762,272.0,28.0,17.0,22.0,31,94,625,360,55,True
763,111.0,13.0,1.0,7.0,0,0,0,0,25,True
764,36.0,2.0,1.0,2.0,14,22,59,45,3,True
765,31.0,5.0,1.0,4.0,14,17,61,37,9,True
766,33.0,3.0,1.0,3.0,13,16,51,39,5,True
767,53.0,6.0,1.0,4.0,17,27,95,65,11,True
768,57.0,7.0,1.0,4.0,16,18,137,85,13,True
769,33.0,3.0,1.0,2.0,12,14,73,44,5,True
770,465.0,68.0,17.0,12.0,26,34,786,561,133,True
771,108.0,14.0,3.0,11.0,20,34,204,111,27,True
772,84.0,11.0,10.0,7.0,0,0,0,0,21,True
773,19.0,3.0,3.0,2.0,0,0,0,0,5,True
774,126.0,64.0,61.0,45.0,26,66,427,267,127,True
775,17.0,3.0,3.0,2.0,0,0,0,0,5,True
776,36.0,6.0,1.0,5.0,13,21,69,52,11,True
777,58.0,10.0,1.0,10.0,20,34,101,81,19,True
778,44.0,7.0,4.0,7.0,0,0,0,0,13,True
779,133.0,36.0,25.0,30.0,0,0,0,0,71,True
780,18.0,3.0,1.0,3.0,0,0,0,0,5,True
781,82.0,24.0,20.0,3.0,17,41,130,103,47,True
782,12.0,4.0,1.0,2.0,12,13,28,21,7,True
783,87.0,21.0,16.0,10.0,25,46,198,140,41,True
784,7.0,2.0,1.0,2.0,7,5,9,5,3,True
785,7.0,2.0,1.0,2.0,7,5,9,5,3,True
786,23.0,2.0,1.0,2.0,12,19,45,34,3,True
787,17.0,2.0,1.0,2.0,0,0,0,0,3,True
788,14.0,2.0,1.0,2.0,0,0,0,0,3,True
789,19.0,2.0,1.0,2.0,0,0,0,0,3,True
790,40.0,11.0,10.0,11.0,0,0,0,0,21,True
791,18.0,2.0,1.0,2.0,0,0,0,0,3,True
792,35.0,3.0,1.0,3.0,0,0,0,0,5,True
793,103.0,17.0,14.0,12.0,0,0,0,0,33,True
794,28.0,13.0,13.0,13.0,0,0,0,0,25,True
795,119.0,51.0,50.0,50.0,0,0,0,0,101,True
796,12.0,4.0,1.0,2.0,11,12,26,19,7,True
797,126.0,111.0,111.0,67.0,19,62,603,355,221,True
798,36.0,5.0,1.0,4.0,0,0,0,0,9,True
799,33.0,2.0,1.0,2.0,8,26,41,38,3,True
800,34.0,5.0,1.0,4.0,12,22,40,40,9,True
801,17.0,5.0,3.0,3.0,11,9,26,18,9,True
802,68.0,17.0,15.0,7.0,21,17,115,64,33,True
803,20.0,3.0,1.0,2.0,14,8,25,14,5,True
804,7.0,1.0,1.0,1.0,5,6,9,7,1,True
805,32.0,7.0,5.0,6.0,18,23,55,38,13,True
806,12.0,4.0,1.0,2.0,11,12,26,19,7,True
807,12.0,2.0,1.0,2.0,9,6,15,9,3,True
808,101.0,17.0,14.0,14.0,0,0,0,0,33,True
809,12.0,4.0,1.0,2.0,11,12,26,19,7,True
810,146.0,50.0,4.0,34.0,20,71,512,364,99,True
811,81.0,6.0,1.0,6.0,8,38,109,91,11,True
812,12.0,4.0,1.0,2.0,12,13,28,21,7,True
813,234.0,45.0,1.0,45.0,58,102,374,237,48,True
814,42.0,5.0,1.0,5.0,12,25,86,69,9,True
815,249.0,51.0,25.0,40.0,30,94,411,314,101,True
816,225.0,55.0,36.0,33.0,29,88,437,330,109,True
817,12.0,4.0,1.0,2.0,11,12,26,19,7,True
818,19.0,5.0,3.0,2.0,16,14,32,23,9,True
819,44.0,12.0,10.0,9.0,22,26,89,65,23,True
820,7.0,2.0,1.0,2.0,7,5,9,5,3,True
821,43.0,4.0,1.0,4.0,13,36,68,57,7,True
822,12.0,4.0,1.0,2.0,11,12,26,19,7,True
823,228.0,31.0,16.0,24.0,28,71,529,337,61,True
824,95.0,17.0,7.0,15.0,20,40,172,127,33,True
825,118.0,14.0,4.0,13.0,17,56,250,202,27,True
826,20.0,2.0,1.0,2.0,12,19,36,23,3,True
827,7.0,2.0,1.0,2.0,6,5,8,5,3,True
828,12.0,4.0,1.0,2.0,12,12,28,21,7,True
829,17.0,3.0,1.0,2.0,12,11,25,17,5,True
830,9.0,1.0,1.0,1.0,6,9,19,13,1,True
831,8.0,1.0,1.0,1.0,5,6,11,8,1,True
832,12.0,2.0,1.0,2.0,9,6,15,9,3,True
833,8.0,1.0,1.0,1.0,7,5,9,6,1,True
834,24.0,3.0,1.0,3.0,12,10,33,23,5,True
835,12.0,4.0,1.0,2.0,11,12,26,19,7,True
836,12.0,4.0,1.0,2.0,12,12,28,21,7,True
837,123.0,29.0,21.0,18.0,25,63,269,198,57,True
838,52.0,14.0,14.0,14.0,21,26,132,82,27,True
839,40.0,4.0,1.0,3.0,17,25,100,71,7,True
840,12.0,4.0,1.0,2.0,11,12,26,19,7,True
841,24.0,5.0,1.0,3.0,9,12,26,19,9,True
842,8.0,2.0,1.0,2.0,7,7,10,7,3,True
843,8.0,2.0,1.0,2.0,7,7,10,7,3,True
844,8.0,2.0,1.0,2.0,7,7,10,7,3,True
845,8.0,2.0,1.0,2.0,7,7,10,7,3,True
846,47.0,9.0,1.0,7.0,22,25,84,63,17,True
847,38.0,3.0,1.0,3.0,13,26,55,47,5,True
848,162.0,2.0,1.0,2.0,10,77,472,466,3,True
849,237.0,36.0,11.0,16.0,28,147,495,403,71,True
850,100.0,25.0,16.0,20.0,20,68,228,195,49,True
851,71.0,6.0,1.0,5.0,16,58,98,95,11,True
852,61.0,13.0,11.0,10.0,18,33,128,108,25,True
853,45.0,12.0,8.0,4.0,18,17,60,49,23,True
854,11.0,3.0,1.0,3.0,12,10,22,14,5,True
855,526.0,80.0,31.0,60.0,22,60,856,613,159,True
856,63.0,13.0,11.0,8.0,15,27,93,68,25,True
857,25.0,5.0,4.0,2.0,18,13,44,21,9,True
858,19.0,3.0,1.0,3.0,16,14,37,21,5,True
859,51.0,4.0,1.0,4.0,19,27,103,59,7,True
860,8.0,2.0,1.0,2.0,0,0,0,0,3,True
861,11.0,1.0,1.0,1.0,0,0,0,0,1,True
862,4.0,1.0,1.0,1.0,5,3,6,3,1,True
863,33.0,4.0,3.0,2.0,19,14,54,36,7,True
864,16.0,3.0,1.0,2.0,13,14,37,27,5,True
865,22.0,6.0,3.0,2.0,18,11,56,31,11,True
866,13.0,1.0,1.0,1.0,0,0,0,0,1,True
867,21.0,7.0,7.0,3.0,15,12,31,17,13,True
868,48.0,7.0,1.0,7.0,13,20,50,33,8,True
869,18.0,2.0,1.0,1.0,0,0,0,0,3,True
870,14.0,4.0,3.0,2.0,13,6,23,15,7,True
871,84.0,13.0,9.0,4.0,22,17,143,79,25,True
872,6.0,1.0,1.0,1.0,4,6,8,6,1,True
873,10.0,2.0,1.0,2.0,6,4,10,4,3,True
874,23.0,3.0,1.0,3.0,11,13,36,20,5,True
875,8.0,1.0,1.0,1.0,5,5,8,5,1,True
876,7.0,2.0,1.0,2.0,6,4,7,5,3,True
877,35.0,9.0,1.0,6.0,17,25,56,37,15,True
878,23.0,5.0,1.0,3.0,19,12,32,22,9,True
879,12.0,2.0,1.0,1.0,8,11,13,12,3,True
880,36.0,10.0,8.0,6.0,21,21,70,46,19,True
881,502.0,95.0,19.0,63.0,23,71,962,682,189,True
882,32.0,5.0,1.0,4.0,13,13,59,36,9,True
883,58.0,7.0,1.0,5.0,0,0,0,0,13,True
884,97.0,12.0,11.0,6.0,0,0,0,0,23,True
885,4.0,1.0,1.0,1.0,3,1,3,1,1,True
886,74.0,16.0,1.0,15.0,8,34,111,93,31,True
887,8.0,1.0,1.0,1.0,6,5,11,8,1,True
888,72.0,16.0,1.0,1.0,6,33,81,63,31,True
889,41.0,16.0,7.0,2.0,0,0,0,0,31,True
890,15.0,1.0,1.0,1.0,11,12,59,32,1,True
891,17.0,2.0,1.0,1.0,13,8,23,18,5,True
892,37.0,33.0,25.0,11.0,29,23,1031,265,63,True
893,71.0,17.0,13.0,14.0,20,36,105,82,33,True
894,37.0,5.0,5.0,3.0,0,0,0,0,9,True
895,62.0,11.0,7.0,7.0,25,31,151,74,21,True
896,28.0,3.0,1.0,3.0,12,25,41,31,5,True
897,23.0,3.0,1.0,3.0,9,18,47,46,5,True
898,72.0,11.0,1.0,8.0,37,40,88,67,16,True
899,77.0,14.0,7.0,10.0,19,33,124,106,27,True
900,119.0,22.0,12.0,8.0,22,42,196,171,43,True
901,54.0,11.0,10.0,4.0,21,23,78,58,21,True
902,64.0,9.0,1.0,7.0,18,25,113,89,17,True
903,156.0,22.0,15.0,16.0,26,40,274,184,42,True
904,25.0,3.0,1.0,3.0,12,16,35,33,5,True
905,89.0,11.0,5.0,8.0,19,41,144,122,21,True
906,22.0,5.0,1.0,4.0,11,11,30,32,9,True
907,22.0,3.0,1.0,1.0,12,11,30,23,5,True
908,23.0,6.0,6.0,1.0,9,13,19,17,11,True
909,17.0,3.0,1.0,2.0,13,8,34,20,5,True
910,80.0,9.0,8.0,5.0,14,30,113,87,17,True
911,111.0,12.0,9.0,7.0,27,38,221,138,22,True
912,112.0,12.0,9.0,7.0,27,37,218,136,22,True
913,75.0,10.0,7.0,5.0,23,25,138,94,19,True
914,79.0,10.0,7.0,5.0,23,25,147,97,19,True
915,12.0,2.0,1.0,1.0,12,12,20,15,3,True
916,47.0,9.0,6.0,3.0,22,22,71,47,17,True
917,47.0,5.0,3.0,1.0,18,18,72,49,9,True
918,23.0,2.0,1.0,1.0,0,0,0,0,3,True
919,98.0,19.0,16.0,2.0,23,31,153,96,37,True
920,161.0,25.0,23.0,15.0,0,0,0,0,49,True
921,115.0,8.0,1.0,7.0,23,27,143,89,14,True
922,4.0,3.0,3.0,1.0,11,5,14,7,5,True
923,84.0,15.0,8.0,8.0,22,52,204,192,29,True
924,88.0,12.0,8.0,5.0,21,22,119,77,23,True
925,11.0,5.0,5.0,1.0,0,0,0,0,9,True
926,26.0,4.0,3.0,3.0,15,18,58,29,7,True
